Protein,CRC01-N,CRC01-T
ARHGAP32,196.0,203.0
ARHGAP33,68.0,69.0
ARHGAP35,117.0,124.0
ARHGAP36,42.0,47.0
ARHGAP39,155.0,166.0
ARHGAP4,103.0,101.0
ARHGAP40,59.0,63.0
ARHGAP42,119.0,117.0
ARHGAP44,51.0,54.0
ARHGAP45,77.0,95.0
ARHGAP5,141.0,133.0
ARHGAP5-AS1,5.0,3.0
ARHGAP6,102.0,105.0
ARHGAP8,69.0,69.0
ARHGAP9,74.0,82.0
ARHGDIA,20.0,20.0
ARHGDIB,31.0,34.0
ARHGDIG,14.0,14.0
ARHGEF1,108.0,105.0
ARHGEF10,100.0,100.0
ARHGEF10L,90.0,91.0
ARHGEF11,172.0,180.0
ARHGEF12,223.0,201.0
ARHGEF15,76.0,78.0
ARHGEF16,82.0,80.0
ARHGEF17,163.0,148.0
ARHGEF18,117.0,112.0
ARHGEF19,97.0,91.0
ARHGEF2,91.0,96.0
ARHGEF25,54.0,56.0
ARHGEF26,106.0,110.0
ARHGEF28,166.0,161.0
ARHGEF3,51.0,53.0
ARHGEF33,100.0,119.0
ARHGEF35,2.0,2.0
ARHGEF37,76.0,79.0
ARHGEF38,93.0,96.0
ARHGEF39,39.0,45.0
ARHGEF4,80.0,88.0
ARHGEF40,177.0,183.0
ARHGEF5,176.0,176.0
ARHGEF6,88.0,90.0
ARHGEF7,90.0,100.0
ARHGEF9,66.0,70.0
ARID1A,154.0,154.0
ARID1B,154.0,155.0
ARID2,127.0,131.0
ARID3A,54.0,49.0
ARID3B,52.0,59.0
ARID3C,28.0,22.0
ARID4A,81.0,86.0
ARID4B,137.0,139.0
ARID5A,59.0,62.0
ARID5B,119.0,135.0
ARIH1,37.0,41.0
ARIH2,80.0,83.0
ARIH2OS,28.0,21.0
ARK2C,37.0,39.0
ARK2N,21.0,20.0
ARL1,23.0,24.0
ARL10,22.0,18.0
ARL11,18.0,18.0
ARL13A,38.0,42.0
ARL13B,47.0,51.0
ARL14,30.0,30.0
ARL14EP,28.0,37.0
ARL14EPL,18.0,13.0
ARL15,16.0,18.0
ARL16,15.0,12.0
ARL17A,12.0,10.0
ARL2,22.0,29.0
ARL2BP,5.0,8.0
ARL3,17.0,17.0
ARL4A,10.0,13.0
ARL4C,16.0,17.0
ARL4D,15.0,19.0
ARL5A,7.0,11.0
ARL5B,22.0,19.0
ARL5C,21.0,22.0
ARL6,48.0,52.0
ARL6IP1,12.0,14.0
ARL6IP4,18.0,19.0
ARL6IP5,17.0,13.0
ARL6IP6,17.0,17.0
ARL8A,38.0,34.0
ARL8B,23.0,22.0
ARL9,27.0,40.0
ARLN,10.0,8.0
ARMC1,36.0,35.0
ARMC10,34.0,35.0
ARMC12,32.0,30.0
ARMC2,121.0,119.0
ARMC3,106.0,100.0
ARMC5,59.0,71.0
ARMC6,48.0,47.0
ARMC7,6.0,6.0
ARMC8,71.0,74.0
ARMC9,81.0,89.0
ARMCX1,48.0,48.0
ARMCX2,32.0,38.0
ARMCX3,24.0,32.0
ARMCX4,216.0,249.0
ARMCX5,60.0,77.0
ARMCX6,25.0,32.0
ARMH1,50.0,49.0
ARMH2,24.0,24.0
ARMH3,74.0,84.0
ARMH4,31.0,30.0
ARMS2,12.0,16.0
ARNT,82.0,90.0
ARNT2,42.0,42.0
ARPC1A,37.0,37.0
ARPC1B,40.0,44.0
ARPC2,46.0,53.0
ARPC3,28.0,21.0
ARPC4,36.0,35.0
ARPC5,14.0,21.0
ARPC5L,17.0,18.0
ARPIN,20.0,23.0
ARPP19,13.0,11.0
ARPP21,55.0,53.0
ARR3,35.0,33.0
ARRB1,26.0,25.0
ARRB2,47.0,44.0
ARRDC1,27.0,23.0
ARRDC1-AS1,8.0,5.0
ARRDC2,22.0,24.0
ARRDC3,29.0,32.0
ARRDC4,47.0,43.0
ARRDC5,34.0,42.0
ARSA,15.0,12.0
ARSB,63.0,67.0
ARSD,46.0,52.0
ARSF,40.0,44.0
ARSG,31.0,32.0
ARSH,43.0,48.0
ARSI,27.0,23.0
ARSJ,44.0,50.0
ARSK,42.0,55.0
ARSL,48.0,42.0
ART1,20.0,18.0
ART3,27.0,23.0
ART4,43.0,52.0
ART5,36.0,39.0
ARTN,27.0,26.0
ARV1,19.0,24.0
ARVCF,105.0,110.0
ARX,53.0,54.0
AS3MT,64.0,72.0
ASAH1,34.0,40.0
ASAH2,54.0,46.0
ASAH2B,5.0,5.0
ASAP1,150.0,155.0
ASAP2,111.0,114.0
ASAP3,60.0,62.0
ASB1,53.0,51.0
ASB10,43.0,50.0
ASB11,36.0,32.0
ASB12,19.0,19.0
ASB13,25.0,30.0
ASB14,68.0,60.0
ASB15,52.0,48.0
ASB16,41.0,42.0
ASB16-AS1,21.0,20.0
ASB17,47.0,59.0
ASB18,56.0,61.0
ASB2,51.0,65.0
ASB3,32.0,41.0
ASB4,38.0,41.0
ASB5,21.0,20.0
ASB6,65.0,71.0
ASB7,50.0,49.0
ASB8,38.0,38.0
ASB9,21.0,20.0
ASCC1,22.0,23.0
ASCC2,42.0,43.0
ASCC3,291.0,299.0
ASCL1,11.0,12.0
ASCL2,16.0,18.0
ASCL3,21.0,19.0
ASCL4,27.0,31.0
ASCL5,9.0,11.0
ASDURF,14.0,20.0
ASF1A,1.0,3.0
ASF1B,13.0,14.0
ASGR1,48.0,53.0
ASGR2,13.0,11.0
ASH1L,299.0,299.0
ASH2L,60.0,66.0
ASIC1,42.0,39.0
ASIC2,33.0,32.0
ASIC3,36.0,35.0
ASIC4,31.0,30.0
ASIC5,47.0,41.0
ASIP,4.0,6.0
ASL,63.0,70.0
ASMT,34.0,30.0
ASMTL,64.0,67.0
ASNS,80.0,72.0
ASNSD1,57.0,60.0
ASPA,34.0,35.0
ASPDH,25.0,23.0
ASPG,41.0,42.0
ASPH,67.0,71.0
ASPHD1,17.0,16.0
ASPHD2,17.0,20.0
ASPM,454.0,425.0
ASPN,52.0,54.0
ASPRV1,22.0,20.0
ASPSCR1,56.0,59.0
ASRGL1,41.0,36.0
ASS1,25.0,23.0
ASTE1,87.0,93.0
ASTL,46.0,47.0
ASTN1,108.0,97.0
ASTN2,85.0,98.0
ASXL1,156.0,176.0
ASXL2,196.0,192.0
ASXL3,161.0,164.0
ASZ1,31.0,38.0
ATAD1,49.0,47.0
ATAD2,145.0,151.0
ATAD2B,160.0,164.0
ATAD3A,42.0,41.0
ATAD3B,75.0,79.0
ATAD3C,25.0,23.0
ATAD5,219.0,205.0
ATAT1,42.0,45.0
ATCAY,30.0,35.0
ATE1,33.0,44.0
ATF2,36.0,38.0
ATF3,22.0,19.0
ATF4,19.0,18.0
ATF5,10.0,11.0
ATF6,40.0,41.0
ATF6B,56.0,58.0
ATF7,26.0,32.0
ATF7IP,97.0,99.0
ATF7IP2,86.0,78.0
ATG10,22.0,27.0
ATG101,25.0,25.0
ATG12,5.0,8.0
ATG13,54.0,47.0
ATG14,25.0,32.0
ATG16L1,51.0,57.0
ATG16L2,62.0,64.0
ATG2A,148.0,154.0
ATG2B,200.0,205.0
ATG3,21.0,19.0
ATG4A,32.0,30.0
ATG4B,44.0,46.0
ATG4C,51.0,58.0
ATG4D,63.0,64.0
ATG5,32.0,39.0
ATG7,77.0,75.0
ATG9A,82.0,76.0
ATG9B,68.0,66.0
ATIC,65.0,59.0
ATL1,52.0,53.0
ATL2,72.0,66.0
ATL3,58.0,61.0
ATM,381.0,396.0
ATMIN,56.0,49.0
ATN1,61.0,63.0
ATOH1,25.0,28.0
ATOH7,29.0,26.0
ATOH8,28.0,22.0
ATOSA,128.0,124.0
ATOSB,18.0,26.0
ATOX1,13.0,13.0
ATP10A,117.0,123.0
ATP10B,97.0,96.0
ATP10D,100.0,108.0
ATP11A,120.0,124.0
ATP11AUN,15.0,18.0
ATP11B,77.0,80.0
ATP11C,72.0,82.0
ATP12A,89.0,95.0
ATP13A1,119.0,116.0
ATP13A2,102.0,96.0
ATP13A3,104.0,107.0
ATP13A4,103.0,94.0
ATP13A5,92.0,98.0
ATP1A1,94.0,105.0
ATP1A1-AS1,12.0,10.0
ATP1A2,94.0,92.0
ATP1A3,54.0,57.0
ATP1A4,62.0,59.0
ATP1B1,32.0,30.0
ATP1B2,20.0,22.0
ATP1B3,20.0,21.0
ATP1B4,26.0,27.0
ATP23,33.0,28.0
ATP2A1,104.0,97.0
ATP2A2,87.0,90.0
ATP2A3,73.0,66.0
ATP2B1,109.0,108.0
ATP2B2,72.0,76.0
ATP2B3,67.0,75.0
ATP2B4,100.0,102.0
ATP2C1,74.0,75.0
ATP2C2,62.0,69.0
ATP4A,77.0,80.0
ATP4B,40.0,43.0
ATP5F1A,83.0,88.0
ATP5F1B,45.0,48.0
ATP5F1C,28.0,34.0
ATP5F1D,6.0,6.0
ATP5F1E,13.0,11.0
ATP5F1EP2,2.0,2.0
ATP5IF1,8.0,6.0
ATP5MC1,7.0,7.0
ATP5MC2,7.0,7.0
ATP5MC3,15.0,9.0
ATP5ME,9.0,9.0
ATP5MF,8.0,10.0
ATP5MG,14.0,15.0
ATP5MGL,11.0,13.0
ATP5MJ,7.0,5.0
ATP5MK,4.0,4.0
ATP5PB,34.0,31.0
ATP5PD,19.0,21.0
ATP5PF,23.0,26.0
ATP5PO,23.0,27.0
ATP6AP1,40.0,46.0
ATP6AP1L,10.0,9.0
ATP6AP2,37.0,36.0
ATP6V0A1,58.0,61.0
ATP6V0A2,74.0,67.0
ATP6V0A4,44.0,47.0
ATP6V0C,4.0,2.0
ATP6V0D1,35.0,36.0
ATP6V0D2,45.0,47.0
ATP6V0E1,5.0,6.0
ATP6V0E2,4.0,3.0
ATP6V1A,48.0,50.0
ATP6V1B1,54.0,60.0
ATP6V1B2,44.0,46.0
ATP6V1C1,55.0,54.0
ATP6V1C2,65.0,69.0
ATP6V1D,23.0,27.0
ATP6V1E1,18.0,22.0
ATP6V1E2,21.0,29.0
ATP6V1F,11.0,12.0
ATP6V1G1,23.0,24.0
ATP6V1G2,33.0,30.0
ATP6V1G3,15.0,15.0
ATP6V1H,37.0,46.0
ATP7A,110.0,105.0
ATP7B,108.0,123.0
ATP8A1,115.0,102.0
ATP8A2,83.0,86.0
ATP8B1,109.0,94.0
ATP8B2,100.0,102.0
ATP8B3,118.0,119.0
ATP8B4,87.0,99.0
ATP9A,57.0,55.0
ATP9B,99.0,106.0
ATPAF1,31.0,33.0
ATPAF2,37.0,39.0
ATPSCKMT,20.0,22.0
ATR,293.0,294.0
ATRAID,4.0,4.0
ATRIP,68.0,72.0
ATRN,118.0,125.0
ATRNL1,88.0,93.0
ATRX,279.0,306.0
ATXN1,69.0,78.0
ATXN10,44.0,44.0
ATXN1L,43.0,54.0
ATXN2,85.0,75.0
ATXN2L,81.0,73.0
ATXN3,26.0,26.0
ATXN3L,24.0,25.0
ATXN7,76.0,90.0
ATXN7L1,62.0,63.0
ATXN7L2,86.0,94.0
ATXN7L3,29.0,34.0
ATXN7L3B,13.0,12.0
ATXN8OS,27.0,32.0
AUH,34.0,42.0
AUNIP,46.0,41.0
AUP1,34.0,37.0
AURKA,52.0,50.0
AURKAIP1,21.0,23.0
AURKB,56.0,53.0
AURKC,42.0,48.0
AUTS2,76.0,74.0
AVEN,39.0,41.0
AVIL,117.0,123.0
AVL9,46.0,47.0
AVP,15.0,12.0
AVPI1,13.0,13.0
AVPR1A,26.0,29.0
AVPR1B,27.0,25.0
AVPR2,11.0,10.0
AWAT1,15.0,15.0
AWAT2,30.0,27.0
AXDND1,142.0,151.0
AXIN1,93.0,102.0
AXIN2,88.0,87.0
AXL,54.0,49.0
AZGP1,66.0,48.0
AZI2,79.0,85.0
AZIN1,23.0,24.0
AZIN2,35.0,30.0
AZU1,17.0,18.0
B2M,15.0,15.0
B3GALNT1,45.0,46.0
B3GALNT2,21.0,29.0
B3GALT1,40.0,41.0
B3GALT2,47.0,55.0
B3GALT4,30.0,36.0
B3GALT5,29.0,30.0
B3GALT5-AS1,7.0,6.0
B3GALT6,38.0,46.0
B3GALT9,22.0,25.0
B3GAT1,42.0,42.0
B3GAT2,26.0,28.0
B3GAT3,36.0,36.0
B3GLCT,22.0,29.0
B3GNT2,60.0,55.0
B3GNT3,23.0,19.0
B3GNT4,34.0,31.0
B3GNT5,26.0,30.0
B3GNT6,38.0,35.0
B3GNT7,58.0,52.0
B3GNT8,32.0,29.0
B3GNT9,33.0,35.0
B4GALNT1,73.0,73.0
B4GALNT2,48.0,49.0
B4GALNT3,89.0,110.0
B4GALNT4,122.0,118.0
B4GALT1,23.0,20.0
B4GALT2,25.0,28.0
B4GALT3,25.0,14.0
B4GALT4,28.0,31.0
B4GALT5,35.0,48.0
B4GALT6,29.0,42.0
B4GALT7,27.0,26.0
B4GAT1,28.0,33.0
B9D1,20.0,19.0
B9D2,17.0,18.0
BAALC,12.0,11.0
BAALC-AS2,1.0,2.0
BAAT,41.0,48.0
BABAM1,20.0,21.0
BABAM2,24.0,22.0
BACC1,19.0,16.0
BACE1,47.0,46.0
BACE2,27.0,30.0
BACH1,91.0,83.0
BACH2,74.0,69.0
BAD,18.0,28.0
BAG1,24.0,29.0
BAG2,32.0,30.0
BAG3,77.0,87.0
BAG4,22.0,19.0
BAG5,40.0,44.0
BAG6,77.0,74.0
BAGE,15.0,13.0
BAGE2,4.0,4.0
BAGE3,6.0,8.0
BAGE5,5.0,5.0
BAHCC1,233.0,223.0
BAHD1,55.0,59.0
BAIAP2,80.0,87.0
BAIAP2L1,61.0,66.0
BAIAP2L2,52.0,59.0
BAIAP3,79.0,81.0
BAK1,11.0,11.0
BAMBI,20.0,22.0
BANF1,8.0,11.0
BANF2,11.0,8.0
BANK1,85.0,91.0
BANP,59.0,59.0
BAP1,47.0,44.0
BARD1,75.0,74.0
BARGIN,65.0,79.0
BARHL1,34.0,38.0
BARHL2,27.0,28.0
BARX1,38.0,37.0
BARX2,26.0,25.0
BASP1,26.0,25.0
BATF,13.0,18.0
BATF2,24.0,23.0
BATF3,26.0,19.0
BAX,26.0,21.0
BAZ1A,164.0,170.0
BAZ1B,161.0,173.0
BAZ2A,125.0,137.0
BAZ2B,171.0,167.0
BBC3,43.0,39.0
BBIP1,22.0,19.0
BBLN,5.0,5.0
BBOF1,57.0,45.0
BBOX1,33.0,27.0
BBS1,50.0,41.0
BBS10,63.0,64.0
BBS12,69.0,77.0
BBS2,52.0,54.0
BBS4,57.0,57.0
BBS5,34.0,39.0
BBS7,74.0,73.0
BBS9,66.0,73.0
BBX,82.0,94.0
BCAM,59.0,54.0
BCAN,56.0,69.0
BCAP29,34.0,35.0
BCAP31,21.0,27.0
BCAR1,53.0,55.0
BCAR3,118.0,123.0
BCAS1,55.0,58.0
BCAS2,19.0,18.0
BCAS3,74.0,81.0
BCAS4,12.0,13.0
BCAT1,26.0,27.0
BCAT2,53.0,52.0
BCCIP,23.0,27.0
BCDIN3D,28.0,23.0
BCE1,5.0,5.0
BCHE,49.0,55.0
BCKDHA,46.0,58.0
BCKDHB,42.0,53.0
BCKDK,45.0,46.0
BCL10,23.0,23.0
BCL11A,75.0,76.0
BCL11B,89.0,94.0
BCL2,6.0,12.0
BCL2A1,26.0,33.0
BCL2L1,11.0,10.0
BCL2L10,23.0,18.0
BCL2L11,28.0,30.0
BCL2L12,27.0,38.0
BCL2L13,22.0,26.0
BCL2L14,45.0,49.0
BCL2L15,4.0,4.0
BCL2L2,14.0,12.0
BCL3,35.0,29.0
BCL6,92.0,98.0
BCL6B,57.0,56.0
BCL7A,14.0,12.0
BCL7B,2.0,3.0
BCL7C,7.0,10.0
BCL9,119.0,140.0
BCL9L,84.0,91.0
BCLAF1,84.0,92.0
BCLAF3,91.0,91.0
BCO1,39.0,42.0
BCO2,48.0,53.0
BCOR,192.0,206.0
BCORL1,146.0,144.0
BCORP1,18.0,21.0
BCR,110.0,125.0
BCS1L,64.0,59.0
BDH1,38.0,38.0
BDH2,20.0,24.0
BDKRB1,18.0,18.0
BDKRB2,18.0,19.0
BDNF,36.0,34.0
BDP1,277.0,263.0
BEAN1,6.0,4.0
BECN1,56.0,55.0
BECN2,28.0,29.0
BEGAIN,91.0,95.0
BEND2,49.0,63.0
BEND3,88.0,95.0
BEND4,51.0,40.0
BEND5,58.0,65.0
BEND6,22.0,30.0
BEND7,53.0,53.0
BEST1,58.0,57.0
BEST2,26.0,31.0
BEST3,44.0,45.0
BEST4,42.0,34.0
BET1,7.0,7.0
BET1L,6.0,9.0
BEX1,8.0,8.0
BEX2,13.0,16.0
BEX3,4.0,6.0
BEX5,2.0,1.0
BFAR,28.0,29.0
BFSP1,71.0,77.0
BFSP2,37.0,49.0
BGLAP,8.0,9.0
BGN,35.0,41.0
BHLHA15,2.0,2.0
BHLHA9,17.0,18.0
BHLHE22,27.0,20.0
BHLHE23,10.0,9.0
BHLHE40,47.0,44.0
BHLHE41,31.0,31.0
BHMT,59.0,60.0
BHMT2,29.0,34.0
BICC1,104.0,98.0
BICD1,133.0,132.0
BICD2,119.0,127.0
BICDL1,92.0,98.0
BICDL2,70.0,65.0
BICRA,86.0,73.0
BICRAL,57.0,63.0
BID,23.0,21.0
BIK,7.0,6.0
BIN1,66.0,70.0
BIN2,27.0,33.0
BIN3,38.0,41.0
BIRC2,60.0,61.0
BIRC3,63.0,69.0
BIRC5,29.0,25.0
BIRC6,283.0,278.0
BIRC7,26.0,24.0
BIRC8,37.0,40.0
BIVM,54.0,72.0
BKGD,24.0,26.0
BLACE,13.0,12.0
BLCAP,3.0,5.0
BLID,14.0,14.0
BLK,59.0,58.0
BLM,186.0,199.0
BLMH,51.0,55.0
BLNK,39.0,48.0
BLOC1S1,20.0,19.0
BLOC1S2,18.0,16.0
BLOC1S3,26.0,26.0
BLOC1S4,12.0,14.0
BLOC1S5,30.0,28.0
BLOC1S6,11.0,9.0
BLTP1,406.0,425.0
BLTP2,209.0,223.0
BLTP3A,110.0,128.0
BLTP3B,148.0,158.0
BLVRA,45.0,44.0
BLVRB,21.0,15.0
BLZF1,62.0,67.0
BMAL1,40.0,45.0
BMAL2,76.0,82.0
BMERB1,33.0,34.0
BMF,12.0,12.0
BMI1,22.0,28.0
BMP1,127.0,116.0
BMP10,40.0,39.0
BMP15,37.0,46.0
BMP2,25.0,32.0
BMP2K,72.0,77.0
BMP2KL,25.0,23.0
BMP3,46.0,49.0
BMP4,38.0,44.0
BMP5,20.0,23.0
BMP6,36.0,32.0
BMP7,33.0,33.0
BMP8A,26.0,33.0
BMP8B,6.0,7.0
BMPER,68.0,66.0
BMPR1A,46.0,42.0
BMPR1B,34.0,40.0
BMPR2,71.0,73.0
BMS1,92.0,87.0
BMX,73.0,86.0
BNC1,108.0,115.0
BNC2,89.0,89.0
BNIP1,50.0,43.0
BNIP2,14.0,14.0
BNIP3,24.0,25.0
BNIP3L,31.0,19.0
BNIP5,70.0,76.0
BNIPL,33.0,27.0
BOC,93.0,103.0
BOD1,8.0,7.0
BOD1L1,261.0,271.0
BOD1L2,29.0,31.0
BOK,37.0,42.0
BOLA1,23.0,30.0
BOLA2,15.0,15.0
BOLA3,12.0,13.0
BOLL,14.0,15.0
BOP1,57.0,57.0
BORA,34.0,40.0
BORCS5,37.0,41.0
BORCS6,29.0,27.0
BORCS7,30.0,27.0
BORCS8,11.0,13.0
BPESC1,9.0,7.0
BPGM,38.0,40.0
BPHL,40.0,40.0
BPI,23.0,18.0
BPIFA1,24.0,21.0
BPIFA2,24.0,24.0
BPIFA3,28.0,22.0
BPIFA4P,11.0,12.0
BPIFB1,34.0,44.0
BPIFB2,33.0,30.0
BPIFB3,34.0,33.0
BPIFB4,31.0,33.0
BPIFB6,40.0,39.0
BPIFC,21.0,23.0
BPNT1,45.0,45.0
BPNT2,24.0,28.0
BPTF,327.0,323.0
BPY2,8.0,11.0
BRAF,35.0,41.0
BRAP,60.0,58.0
BRAT1,57.0,51.0
BRCA1,164.0,168.0
BRCA2,396.0,408.0
BRCC3,31.0,35.0
BRD1,129.0,137.0
BRD10,166.0,157.0
BRD2,76.0,85.0
BRD3,54.0,55.0
BRD3OS,12.0,12.0
BRD4,107.0,116.0
BRD7,100.0,86.0
BRD8,116.0,121.0
BRD9,52.0,47.0
BRDT,81.0,74.0
BRF1,49.0,54.0
BRF2,33.0,32.0
BRI3BP,10.0,10.0
BRICD5,18.0,20.0
BRINP1,89.0,100.0
BRINP2,48.0,46.0
BRINP3,55.0,51.0
BRIP1,164.0,181.0
BRIX1,46.0,48.0
BRK1,18.0,15.0
BRME1,46.0,47.0
BRMS1,31.0,29.0
BRMS1L,40.0,45.0
BROX,23.0,20.0
BRPF1,128.0,120.0
BRPF3,101.0,103.0
BRS3,10.0,14.0
BRSK1,70.0,57.0
BRSK2,81.0,82.0
BRWD1,216.0,235.0
BRWD3,129.0,137.0
BSCL2,19.0,19.0
BSDC1,34.0,36.0
BSG,25.0,20.0
BSN,370.0,377.0
BSND,20.0,25.0
BSPH1,10.0,10.0
BSPRY,42.0,49.0
BST1,31.0,28.0
BST2,20.0,19.0
BSX,25.0,32.0
BTAF1,183.0,188.0
BTBD1,39.0,40.0
BTBD10,54.0,59.0
BTBD16,58.0,57.0
BTBD17,36.0,35.0
BTBD18,46.0,49.0
BTBD19,31.0,29.0
BTBD2,25.0,32.0
BTBD3,24.0,25.0
BTBD6,35.0,39.0
BTBD7,104.0,108.0
BTBD8,175.0,187.0
BTBD9,60.0,54.0
BTC,7.0,6.0
BTD,37.0,40.0
BTF3,12.0,13.0
BTF3L4,9.0,8.0
BTG1,10.0,14.0
BTG2,9.0,10.0
BTG3,25.0,23.0
BTG4,48.0,45.0
BTK,72.0,69.0
BTLA,40.0,40.0
BTN1A1,63.0,60.0
BTN2A1,55.0,50.0
BTN2A2,35.0,23.0
BTN2A3P,32.0,35.0
BTN3A1,27.0,25.0
BTN3A2,21.0,20.0
BTN3A3,56.0,63.0
BTNL10P,31.0,34.0
BTNL2,52.0,43.0
BTNL3,16.0,14.0
BTNL8,58.0,61.0
BTNL9,43.0,41.0
BTRC,72.0,79.0
BUB1,99.0,103.0
BUB1B,94.0,89.0
BUB3,24.0,34.0
BUD13,90.0,92.0
BUD23,18.0,22.0
BUD31,25.0,33.0
BYSL,60.0,62.0
BZW1,47.0,47.0
BZW2,53.0,55.0
C10orf105,10.0,14.0
C10orf120,41.0,39.0
C10orf126,22.0,18.0
C10orf143,17.0,15.0
C10orf53,7.0,8.0
C10orf62,19.0,17.0
C10orf67,71.0,63.0
C10orf90,94.0,102.0
C10orf95,21.0,24.0
C11orf16,42.0,39.0
C11orf21,7.0,5.0
C11orf24,22.0,24.0
C11orf40,20.0,22.0
C11orf42,23.0,20.0
C11orf52,18.0,19.0
C11orf68,32.0,35.0
C11orf71,19.0,19.0
C11orf86,11.0,11.0
C11orf87,8.0,4.0
C11orf91,9.0,9.0
C11orf96,8.0,10.0
C11orf97,12.0,17.0
C11orf98,8.0,15.0
C12orf42,50.0,54.0
C12orf50,26.0,27.0
C12orf54,28.0,27.0
C12orf56,57.0,69.0
C12orf57,15.0,16.0
C12orf60,47.0,48.0
C12orf71,9.0,13.0
C12orf76,17.0,22.0
C13orf42,29.0,29.0
C13orf46,37.0,34.0
C14orf119,13.0,13.0
C14orf93,58.0,56.0
C15orf32,24.0,28.0
C15orf39,52.0,63.0
C15orf40,9.0,10.0
C15orf61,13.0,13.0
C15orf62,12.0,13.0
C16orf46,57.0,49.0
C16orf54,29.0,28.0
C16orf74,4.0,2.0
C16orf78,38.0,40.0
C16orf82,24.0,24.0
C16orf86,13.0,10.0
C16orf87,16.0,14.0
C16orf89,40.0,40.0
C16orf90,24.0,25.0
C16orf95,9.0,13.0
C16orf96,77.0,79.0
C17orf100,21.0,16.0
C17orf107,19.0,17.0
C17orf113,49.0,56.0
C17orf114,8.0,9.0
C17orf50,25.0,25.0
C17orf58,39.0,42.0
C17orf67,12.0,13.0
C17orf75,62.0,67.0
C17orf78,60.0,61.0
C17orf99,16.0,20.0
C18orf15,2.0,2.0
C18orf32,6.0,6.0
C18orf63,91.0,93.0
C19orf12,11.0,13.0
C19orf18,28.0,29.0
C19orf25,2.0,1.0
C19orf44,79.0,71.0
C19orf47,38.0,45.0
C19orf53,3.0,3.0
C19orf67,17.0,20.0
C19orf73,18.0,23.0
C19orf81,20.0,25.0
C19orf84,3.0,6.0
C19orf85,13.0,14.0
C1D,7.0,8.0
C1GALT1,47.0,48.0
C1GALT1C1,36.0,36.0
C1GALT1C1L,24.0,23.0
C1QA,10.0,4.0
C1QB,27.0,29.0
C1QBP,21.0,20.0
C1QC,25.0,24.0
C1QL1,14.0,13.0
C1QL2,24.0,25.0
C1QL3,16.0,13.0
C1QL4,8.0,8.0
C1QTNF1,10.0,11.0
C1QTNF12,24.0,25.0
C1QTNF2,23.0,25.0
C1QTNF3,5.0,5.0
C1QTNF4,40.0,33.0
C1QTNF5,10.0,17.0
C1QTNF6,34.0,29.0
C1QTNF7,24.0,24.0
C1QTNF8,23.0,26.0
C1QTNF9,16.0,18.0
C1QTNF9B,40.0,41.0
C1R,60.0,65.0
C1RL,32.0,39.0
C1S,54.0,56.0
C1orf105,26.0,22.0
C1orf115,2.0,4.0
C1orf122,25.0,28.0
C1orf140,34.0,36.0
C1orf141,73.0,69.0
C1orf159,22.0,23.0
C1orf162,10.0,8.0
C1orf167,151.0,157.0
C1orf174,20.0,23.0
C1orf185,12.0,9.0
C1orf198,51.0,55.0
C1orf202,17.0,12.0
C1orf21,20.0,20.0
C1orf210,2.0,7.0
C1orf216,20.0,18.0
C1orf220,7.0,9.0
C1orf226,31.0,28.0
C1orf232,28.0,23.0
C1orf50,21.0,19.0
C1orf52,19.0,25.0
C1orf53,18.0,19.0
C1orf54,4.0,6.0
C1orf74,13.0,17.0
C1orf87,85.0,87.0
C1orf94,49.0,46.0
C2,76.0,80.0
C20orf141,4.0,4.0
C20orf144,7.0,6.0
C20orf173,10.0,8.0
C20orf202,13.0,11.0
C20orf203,24.0,22.0
C20orf204,22.0,23.0
C20orf96,57.0,65.0
C21orf140,10.0,10.0
C21orf58,21.0,21.0
C22orf15,12.0,10.0
C22orf23,27.0,27.0
C22orf31,5.0,6.0
C22orf39,13.0,14.0
C22orf42,22.0,20.0
C2CD2,54.0,58.0
C2CD2L,32.0,40.0
C2CD3,201.0,197.0
C2CD4A,55.0,58.0
C2CD4B,56.0,53.0
C2CD4C,54.0,63.0
C2CD4D,38.0,35.0
C2CD5,91.0,102.0
C2orf15,23.0,22.0
C2orf42,47.0,53.0
C2orf48,15.0,18.0
C2orf49,22.0,22.0
C2orf66,16.0,17.0
C2orf68,5.0,7.0
C2orf69,40.0,42.0
C2orf72,24.0,24.0
C2orf74,16.0,17.0
C2orf76,20.0,21.0
C2orf78,61.0,63.0
C2orf80,17.0,18.0
C2orf81,33.0,37.0
C2orf92,50.0,46.0
C3,168.0,185.0
C3AR1,12.0,15.0
C3P1,16.0,19.0
C3orf18,12.0,11.0
C3orf20,75.0,82.0
C3orf22,12.0,13.0
C3orf33,45.0,42.0
C3orf38,35.0,32.0
C3orf49,23.0,27.0
C3orf62,34.0,33.0
C3orf70,24.0,28.0
C3orf80,18.0,24.0
C3orf85,1.0,4.0
C4A,156.0,156.0
C4B,9.0,9.0
C4BPA,59.0,63.0
C4BPB,29.0,30.0
C4orf17,67.0,68.0
C4orf33,18.0,17.0
C4orf36,8.0,9.0
C4orf50,146.0,154.0
C4orf51,24.0,29.0
C4orf54,201.0,186.0
C5,106.0,116.0
C5AR1,19.0,28.0
C5AR2,7.0,8.0
C5orf22,23.0,22.0
C5orf24,25.0,26.0
C5orf34,105.0,94.0
C5orf46,13.0,11.0
C5orf47,19.0,13.0
C5orf52,14.0,13.0
C5orf58,9.0,10.0
C5orf63,34.0,33.0
