Protein,F_statistic,P_value,FDR,Significant
EHD1,8.570073769749145,0.0032947726136678367,0.01947228047337023,False
EHD2,11.167854428433026,0.0010709062011653382,0.012112618179228818,False
EHD4,2.0320812955722323,0.16559661050805474,0.2629302259239476,False
EIF1AD,0.3676359465866898,0.6984375110973353,0.7703490037837759,False
EIF1AY,4.947973634286768,0.022372758107036008,0.06269906554511433,False
EIF1B,3.792177567827626,0.04646508488158816,0.10474571102469016,False
EIF2S1,8.32903914336232,0.003690203594259472,0.02072645497799223,False
EIF2S2,7.814714796744511,0.004727620691074771,0.02375457368864581,False
EIF2S3,9.14253790086002,0.0025340362043299956,0.01720679902879395,False
EIF3A,8.791616493414027,0.0029732274861601713,0.01844969892924001,False
EIF3B,6.41117970094703,0.009721421414324371,0.03693478816258613,False
EIF3CL,7.593181552057638,0.005273555302651977,0.025301421038421555,False
EIF3D,5.070985166939581,0.020782109120320854,0.05959850035275582,False
EIF3E,9.695169840300464,0.001983402936838395,0.015656968766420403,False
EIF3F,0.9999164113575486,0.39115561059537957,0.5010559828383474,False
EIF3G,7.094468854339034,0.00678495966129433,0.02931837501611515,False
EIF3H,13.457997328930798,0.0004496101639618704,0.008245313576122416,True
EIF3I,0.5319874083497179,0.5981179459780839,0.6916125731444304,False
EIF3J,2.599716309188425,0.10731011554163346,0.19147827325879327,False
EIF3L,3.5346827352154517,0.05524088056538522,0.11843379794323668,False
EIF3M,3.2463210090710106,0.06737688124976629,0.1367120369772733,False
EIF4A1,11.001470642346634,0.001145282417872993,0.012171924481852892,False
EIF4A2,3.5167601648161155,0.05591846786199762,0.1188599973393936,False
EIF4A3,7.412032105384315,0.005773421299987727,0.02664839500862104,False
EIF4B,6.154110185851154,0.011181085062206568,0.039866473709247195,False
EIF4E,6.0841069058528925,0.01162053958973284,0.040804792029602785,False
EIF4G1,6.4379070502208116,0.009582476123745427,0.03659359258196117,False
EIF4G2,0.9789406908274565,0.3984717110194242,0.5089684404902194,False
EIF4H,3.865369834324707,0.04426726415981694,0.10080842827016416,False
EIF5,2.8194453157879247,0.09131388499262369,0.17070729629583375,False
EIF5A,20.203900496355896,5.545013211323914e-05,0.0032128699571132304,True
EIF5B,3.6541170687843016,0.050956018643780396,0.11193288657837305,False
EIF6,12.437926879117235,0.0006536713996540514,0.009836362724060325,True
ELANE,6.791302680658884,0.007941834726339778,0.032376019669056684,False
ELAVL1,10.234698986522195,0.001573188684374701,0.013914762400283042,False
ELOB,6.0488222432689875,0.011849441685323724,0.04129743014822652,False
ELOC,2.4401402983467717,0.12092486712284155,0.20909144980838082,False
EMD,3.7325522473979276,0.04834717695730259,0.10822404140542484,False
EMILIN1,3.12816161352457,0.07320206835261034,0.14459188390780858,False
EML2,0.8876277904532676,0.43218117980768955,0.5418028932044773,False
EML4,2.8921608721794088,0.08662944209442974,0.16317889851514,False
ENO1,1.5737346124524951,0.2396425479740154,0.34798586113971774,False
ENO2,6.217382925453336,0.010800031154804754,0.03929522736129287,False
ENO3,6.041374696284059,0.011898406714342445,0.041350290864924165,False
ENOPH1,3.786600774720033,0.04663755221583959,0.10492275090653136,False
ENSA,4.7964867820754975,0.024524582387101514,0.06640959642761791,False
ENTPD5,1.9634588553658285,0.17481763411231072,0.2725349578554795,False
EPB41,0.3532625214956988,0.7080820900675152,0.77847214035966,False
EPB41L2,1.7079945232081237,0.21464539873248906,0.3192528766766848,False
EPB41L4B,2.6841771031601014,0.10081262010611594,0.18295320334448661,False
EPCAM,3.251462475836332,0.06713560379086668,0.13634630806254197,False
EPHX1,4.472355199956766,0.02996487889151605,0.07585763812588482,False
EPHX2,0.7895764124859963,0.4720270983757027,0.580996439543427,False
EPN1,0.5267825692609427,0.6010328836001712,0.6942644580986465,False
EPPK1,0.24932022985135857,0.7824965228334687,0.8360101539980722,False
EPRS1,5.7031629840599924,0.01438383168841383,0.04693440097048778,False
EPS15L1,3.0800837937688454,0.07573404801396719,0.1481522445387064,False
EPS8L2,0.5896287395347601,0.5668851027428585,0.6651372476510221,False
EPS8L3,0.9793584313321344,0.3983245025436823,0.5089684404902194,False
EPX,3.8812627422216854,0.043805748475311664,0.10006343772376919,False
ERAP1,1.0546431598256005,0.3727736761918682,0.483609984095606,False
ERGIC1,1.5673179525386363,0.2409173840962649,0.3490333567257171,False
ERH,4.34096881200156,0.032550315038234356,0.08026203509427765,False
ERLIN1,1.6751173310159473,0.22048156108552855,0.32641206591455985,False
ERLIN2,1.652670455440358,0.22456950533058267,0.3309289412325341,False
ERMP1,0.367355175731045,0.6986244770214548,0.7703490037837759,False
ERO1A,7.179952851640992,0.006494182961724387,0.028416214415675423,False
ERO1B,4.480776939951754,0.029807263503294806,0.07558391222061361,False
ERP29,3.4958523028742885,0.05672085156913336,0.1202223741987134,False
ERP44,6.490474022533794,0.009315716314351746,0.03612212073920613,False
ESD,0.6507880427162043,0.5357503678857556,0.6356167402319586,False
ESRP1,0.3375174087408881,0.7188207192652799,0.7864081718112808,False
ESYT1,0.43112201763177943,0.6575817322542672,0.740632216488055,False
ETF1,7.3613012341879065,0.005922883573354228,0.02703482770453162,False
ETFA,0.47607353056165413,0.6302906398458056,0.7189394460560612,False
ETFB,1.9938361695079931,0.17066579088062978,0.2679320989650927,False
ETHE1,1.2111302269512167,0.32538736007534846,0.4322072140520547,False
EVL,0.4671254302743869,0.6356192865420954,0.7224861475690223,False
EWSR1,5.312556323725084,0.018017356375512848,0.05437457691786183,False
EXOC4,0.895965100511481,0.4289728342639325,0.5395962569375033,False
EZR,4.087155733079759,0.038294212731575746,0.09030803789481485,False
F13A1,8.889598568199204,0.0028424779326571147,0.018040044606693166,False
F2,1.6191337266399153,0.23083815380697803,0.33661386136082827,False
F9,4.1172515455244785,0.03755640614150294,0.08954216789767083,False
FABP1,1.0254498155658849,0.38245444095100256,0.4933044001642839,False
FABP5,1.286300824726793,0.305080157193187,0.4120611071158281,False
FABP5P3,9.588578936597138,0.0020780924231179228,0.01600847749394979,False
FAH,0.055945470418953855,0.945787048478048,0.957078594795038,False
FAHD1,1.1336002552248232,0.3479524924131805,0.45612855465736346,False
FAM120A,4.705713068668435,0.02592601707307188,0.06838101787631945,False
FAM162A,0.22800679233866736,0.7988279686664592,0.8498008009527952,False
FAM3C,10.562937971614476,0.0013710287006815387,0.013287390254082805,False
FAM3D,0.34241607726867207,0.7154600289896449,0.7842677648492966,False
FAM98B,10.547428469427548,0.0013798901248644633,0.013287390254082805,False
FARSA,0.4012285720608402,0.6764719354350437,0.7533590746569728,False
FARSB,3.792225552154384,0.04646360406298357,0.10474571102469016,False
FASN,5.764571366722348,0.01389185751623238,0.04579674947854339,False
FAU,10.471351577110783,0.0014243080274425413,0.013425755836736867,False
FBL,12.565509137047025,0.0006231363646237373,0.009721940374449215,True
FBLN1,1.8706281274147312,0.18823232251104408,0.2887382280734267,False
FBLN2,0.5506384288022851,0.5878033548651115,0.6835776651580734,False
FBLN5,0.1897873604573823,0.82909060650144,0.8749118634502677,False
FBN1,9.973557219720043,0.0017583265216051709,0.014390327379436723,False
FBP1,1.0226424622085686,0.3834003050616326,0.493954026244341,False
FCGBP,1.9522089011271693,0.1763841841398406,0.27459391454244175,False
FDPS,4.815919662527308,0.02423584244915155,0.06586724091411747,False
FEN1,3.603938285481643,0.052708624183755756,0.11476712127340191,False
FERMT1,0.45976526748753394,0.6400405955930898,0.7254442874454402,False
FERMT2,7.002812089467725,0.007113245961757197,0.0301294670905217,False
FERMT3,3.282651178004015,0.06569280503718851,0.13400173043207492,False
FGA,0.8590127656924839,0.4434014018789892,0.5543137838822954,False
FGB,1.2311693382150573,0.31982793253294883,0.4263100246292409,False
FGD5,0.0791059552403142,0.9243248662924402,0.943757655985974,False
FGG,1.2734833404919002,0.3084388372328078,0.4148418798182376,False
FH,0.252214857419898,0.7803078362043135,0.8340836108375785,False
FHL1,25.35237741067088,1.5442174294542394e-05,0.0017248908687003855,True
FIS1,11.850872796742621,0.0008179095699277087,0.0109179782264527,False
FKBP10,25.973328115351503,1.3418926242799349e-05,0.0016654378459118747,True
FKBP1A,1.3554263393368935,0.2876659200444086,0.3954742556179746,False
FKBP2,1.6927057799784835,0.21733730251392444,0.3226123148279782,False
FKBP3,5.908273094089774,0.01281336281881032,0.043371291723064025,False
FKBP4,0.9606746226639813,0.40496922842405975,0.5157931905925596,False
FKBP9,11.965515312255578,0.0007824654775483724,0.010744694573286702,False
FLII,3.646009147023161,0.05123467810588678,0.11232411274637003,False
FLNA,14.316513231311623,0.0003327127255526207,0.0069465441951827534,True
FLNB,4.094026594873489,0.03812433557853449,0.09012673617190059,False
FLNC,9.863803088844683,0.001843414860887777,0.014867107578423442,False
FLOT1,1.7690689050571422,0.204262501171063,0.30749489731546814,False
FLOT2,5.507665182950628,0.016086603331161672,0.05033259361598764,False
FMOD,4.411114449971732,0.031139848333902907,0.07772784489155206,False
FMR1,8.077047421901995,0.004162180498924634,0.022002174562496445,False
FN1,1.3066094914186717,0.2998430128009361,0.40752692033932214,False
FN3K,0.810708442915847,0.4630993013664858,0.5728481944920982,False
FNTA,0.6992545125418981,0.5124502613629904,0.6156463721714783,False
FSCN1,2.3845255279717845,0.1261219771097595,0.21491723635637128,False
FTH1,0.825693565682007,0.45688437774112,0.5676750277384105,False
FTL,1.5591043359621901,0.24256046342952323,0.350731440324631,False
FUBP1,5.715912427233441,0.014280086358241139,0.046771889543612985,False
FUCA1,1.20501375364467,0.3271060022036644,0.43393769999692183,False
FUNDC2,0.08619300287477488,0.917868189704867,0.9397422253898593,False
FUS,10.382113518632389,0.0014784890724336942,0.01350065414249349,False
FYCO1,3.304424005269126,0.06470641394808557,0.13249690995419172,False
G3BP1,14.788518534796635,0.00028336777075560477,0.006590618409118527,True
G6PD,6.553427749389222,0.009007255582690766,0.0351172931443825,False
GAA,5.932235322254812,0.012642917025797357,0.04292443257694726,False
GALC,0.7567974911654874,0.4862641221086415,0.5945759935974482,False
GALE,0.7118348658547317,0.5065915246242897,0.6111901176510203,False
GALK1,1.01252167998984,0.38683231157137454,0.49802744038320634,False
GALM,0.7173245522259117,0.5040587679623205,0.6090142172135338,False
GALNT3,4.358695779230662,0.03218714942815567,0.07971850534645207,False
GALNT4,2.257608640062227,0.13895814572907675,0.23114854620905245,False
GANAB,1.8022259303450612,0.19886476911346765,0.30180971073334695,False
GAP43,42.892959589234955,6.240012872632927e-07,0.00039422410979404634,True
GAPDH,4.689365259997491,0.02618793729456122,0.06868873796032354,False
GART,5.114408587681257,0.020251526798144705,0.058603511485822886,False
GATD1,1.139054338954687,0.34630832576571685,0.4542881971583156,False
GATD3,1.760339098097642,0.2057111346358045,0.30884319541423877,False
GATM,0.33813341427234606,0.7183971320099024,0.7864081718112808,False
GBA1,2.908354810682022,0.08562366471716108,0.16196720319910063,False
GBE1,3.1495909045306854,0.07210452791595362,0.14336996881308398,False
GBP1,0.5997725621471534,0.5615821477558272,0.6603023779402726,False
GBP2,0.16664405473153113,0.8480466100773645,0.8886191964881952,False
GC,7.868681136612838,0.004604526476569766,0.02341474260055262,False
GCA,4.524065429671671,0.029011787933441197,0.07424093269565595,False
GCLC,1.4128545058957314,0.2740522342030766,0.38310854310285525,False
GCN1,0.026785058440860012,0.9736169355162357,0.9775551613228183,False
GCNT3,5.796036888330911,0.013647179077455883,0.04520558547774112,False
GDI1,1.6270216605261512,0.22934610366226202,0.3353136096737522,False
GDI2,5.20895193326225,0.019148574412043404,0.056584543963630905,False
GET3,6.09509170984854,0.011550303962276166,0.040699336043730217,False
GFM1,1.2941436618924163,0.30304547619789873,0.4103672049535646,False
GFPT1,5.003652151997104,0.021636292857889677,0.061106799297756684,False
GFPT2,4.503919884457083,0.02937895294964658,0.07499726491018764,False
GFUS,10.052542618823797,0.0016998445371977332,0.014169599612312447,False
GGCT,2.765374017518732,0.09498360407773875,0.17535461045510523,False
GGH,3.0757122720845405,0.07596915142334709,0.14848213847747807,False
GHDC,1.2922093067220348,0.3035458767900309,0.4107337908836639,False
GIT2,0.9051873288409289,0.4254553576265984,0.5357763635500682,False
GLB1,2.9265279922668994,0.08451068541239488,0.16081505213908873,False
GLG1,0.18025707969968197,0.8368378123728805,0.8799570292426494,False
GLIPR2,15.21718019297683,0.0002456412529209124,0.006356955263575605,True
GLO1,0.1757718812313697,0.8405122173818131,0.8819653798172713,False
GLOD4,0.13805289113853259,0.8721466459050528,0.9079103480670494,False
GLRX3,1.3624838891781326,0.2859522612286748,0.3938454695344386,False
GLS,3.4282537446593384,0.05940577930069034,0.12459256141982995,False
GLUD1,1.410770566206222,0.27453328906112767,0.38331710485159953,False
GMDS,3.3926296857642213,0.060878498272746856,0.1267498277179091,False
GMFG,0.5199110622226293,0.6049059193066066,0.6967407680258375,False
GMPPA,0.8348742457606745,0.45312350149874975,0.5636291215747254,False
GNA12,2.49073498598399,0.1164068889672653,0.20355874053227407,False
GNA13,0.7902690375676691,0.47173140617869613,0.5809525696820327,False
GNA14,4.645442254891221,0.02690664037889985,0.07005761609144787,False
GNAI2,0.5940476751720755,0.5645680403418024,0.6629543643521176,False
GNAT3,2.339757525324347,0.13048978076208556,0.21934851032543204,False
GNB1,0.9170951945936838,0.42096179582327375,0.5322176864002227,False
GNB3,0.07182810580331504,0.9310090003045529,0.9482584112390327,False
GNE,0.2903150325209328,0.7521367721899371,0.8093803222891712,False
GNL3,1.0383742017196498,0.3781338824424901,0.4882954296974121,False
GNPDA1,3.363530024828651,0.0621122422959122,0.12859939693148087,False
GNS,6.587296938474614,0.008846102317208495,0.034711541543513774,False
GOLGA3,7.627672801406287,0.005184042538232575,0.025176415283503416,False
GOLGB1,0.8268493234901264,0.4564089792501066,0.567399921894679,False
GOLIM4,1.946933342290198,0.17712427805178652,0.2755540648800077,False
GOLM1,4.498686152931562,0.02947520080176578,0.07499726491018764,False
GOLPH3,2.774927790531905,0.09432322408049004,0.17443549883759502,False
GON7,0.1760119911256867,0.8403150497794906,0.8819653798172713,False
GOPC,0.1715644032662932,0.8439757350898125,0.8851839399956062,False
GORASP2,4.835356034104388,0.02395089836900374,0.06549119578501145,False
GOT1,1.5789851182567447,0.23860508438537897,0.3470020970762294,False
GOT2,4.269283490000835,0.03406703179420202,0.0831756819980845,False
GPA33,0.10202687703828821,0.9036265236102329,0.9311702331059847,False
GPD1,2.4505661359375637,0.11997784200559772,0.2079224794414875,False
GPD1L,0.415954290474986,0.6670907092387655,0.7468759521505762,False
GPD2,4.173425859602903,0.03622196488702384,0.08719813529915006,False
GPI,3.319674171079323,0.06402551896098853,0.13141358056841027,False
GPS1,1.47660556576194,0.2597875929218625,0.36872012870866633,False
GPX2,2.4164991115051304,0.12310385289258438,0.21154923643233348,False
GPX3,8.73411905128507,0.003053121072333425,0.018584938625593656,False
GRB2,2.418910072728672,0.12287961132527289,0.21146558596433365,False
GRHPR,1.2228413693230349,0.3221251737690704,0.4288603326579876,False
GRK2,1.4310919716220336,0.26988283436748856,0.37871749496040796,False
GRPEL1,4.935414865761013,0.022542775489340597,0.06282875736118058,False
GSN,3.2699386412577467,0.06627660560837964,0.1349698604641022,False
GSPT1,3.7160668972514057,0.04888268396527035,0.10876884061595017,False
GSPT2,3.318904040749296,0.06405970870143186,0.13141358056841027,False
GSR,1.3332463024286523,0.29312774247463386,0.40100880385078513,False
GSTK1,5.603197683127872,0.015227540985709836,0.04859760937439396,False
GSTM1,5.419525787292703,0.016928176442160527,0.05216213265074016,False
GSTM2,10.832643524119186,0.0012267929527241047,0.012688219705489119,False
GSTM3,6.328885483091802,0.010163788602839289,0.03800576486945522,False
GSTO1,4.925014610750957,0.022684680386513105,0.0631103063305981,False
GSTP1,4.37103615837391,0.03193704768905449,0.07927484948594192,False
GTF2F2,10.057864485949956,0.0016959841131730696,0.014169599612312447,False
GTPBP10,3.1462382627064294,0.07227500236438987,0.14352209358404175,False
GUK1,0.5247132695932714,0.6021962522265996,0.6948896836127187,False
GUSB,1.6624080146039537,0.2227856780479159,0.32895122588172115,False
GYG1,0.6394926997784459,0.5413516196991959,0.6409006456852165,False
H1-0,2.0045271721351052,0.16923126502438773,0.26661681668863346,False
H1-10,2.1652118273615053,0.14923618911413183,0.24282130115147163,False
H1-4,1.349677626028316,0.28907038167130167,0.39691655356711,False
H1-5,13.627460341411751,0.0004232575967977041,0.007947536699527809,True
H2AC21,0.39097279559888437,0.683093856386018,0.7577118546009753,False
H2AC4,2.421174011384874,0.12266946557506166,0.21146558596433365,False
H2AX,1.0465714060270053,0.37542227259272354,0.4859173562990408,False
H2AZ1,0.8763691209438726,0.43655696552015993,0.5463687736538024,False
H2BC12,5.280707433867369,0.018356833751500976,0.05489848273206584,False
H3-7,0.14850485583540113,0.8632475905561418,0.9022496714676358,False
H3C1,2.6478278205051056,0.10355267002573533,0.18626140486110526,False
H4C1,7.802554430184928,0.004755870039750905,0.023768710668464255,False
H6PD,7.965802264217874,0.00439203786796457,0.022765226443231666,False
HACL2,0.4726162840393169,0.6323434260808065,0.7203749178299448,False
HADH,0.06224269628048967,0.9398961960719421,0.9535549963781647,False
HADHA,3.0058432167810087,0.07984130195748299,0.1539220052546104,False
HADHB,0.07401128789128242,0.9289981843093784,0.9472304626869701,False
HARS1,2.815946992653914,0.09154638747184515,0.17071338031060274,False
HBA1,0.5191440207933348,0.6053400044440631,0.6967407680258375,False
HBB,0.4002061501530166,0.6771288145312302,0.7537148837383001,False
HBD,0.5810416510020082,0.5714186179718603,0.6681623128627265,False
HBE1,0.44104516119158677,0.6514438392593586,0.7353843036409333,False
HBG1,0.25346463850138634,0.779364996501487,0.8338608248009205,False
HBG2,0.3754973789550112,0.6932255175675454,0.7659079160464373,False
HDGF,10.683994170263556,0.0013040368057837713,0.013005438500539932,False
HDHD3,9.253331832530371,0.002411018516220112,0.016831923016361657,False
HDHD5,0.4492896049197811,0.6463936490401928,0.7309363895711045,False
HDLBP,5.00718411745118,0.0215905100469417,0.061057445844946434,False
HEBP1,1.8299120927842614,0.1944812946370905,0.2961630621808181,False
HEBP2,5.713512199863956,0.014299552622331096,0.046771889543612985,False
HEPH,1.2033096198815596,0.3275866704163782,0.43406205320889013,False
HERC4,3.4297409249889212,0.059345182223381636,0.12459256141982995,False
HEXA,0.5937421197829275,0.5647279119794448,0.6629543643521176,False
HEXB,0.8061195873030134,0.46502160273650545,0.574272117475596,False
HIBADH,1.009134324912858,0.3879887467019476,0.4984283267004893,False
HIBCH,0.23907411710776763,0.7902999074058694,0.842333011996523,False
HINT1,0.5699609157402793,0.5773294878617856,0.6735008229155244,False
HINT2,2.5766778049226438,0.10916393486918176,0.19401132100059829,False
HINT3,0.09819548162546886,0.9070495366113134,0.9320831024791509,False
HIP1,0.34022753342853324,0.7169592554697044,0.7855257364979498,False
HK1,3.118477572367185,0.07370425652491588,0.14519457935025265,False
HK2,0.7069189435061072,0.5088718121820529,0.612288889901557,False
HK3,0.037846676427596794,0.9629521999026227,0.9694615658325638,False
HKDC1,14.642300352064424,0.0002977069298909302,0.006627181356667825,True
HLA-A,7.178242882153699,0.006499859250855032,0.028416214415675423,False
HLA-B,5.583588243859172,0.015399547728626308,0.04897965656935017,False
HLA-C,3.6802292407891306,0.0500701810664814,0.11042130750495503,False
HLA-DQB1,2.6760368161674197,0.10141903029664993,0.18345758192932465,False
HLA-DRA,0.844071395890203,0.4493910195837677,0.5602341170480676,False
HLA-DRB1,2.221035268164775,0.14292743001232197,0.23547188690820597,False
HLA-DRB3,0.8084860860181922,0.46402913415331276,0.5733634323553655,False
HLA-H,0.21623456138155198,0.8080138735156674,0.8583466445240138,False
HM13,7.2545586883971955,0.0062519111007711846,0.027766937175194486,False
HMGA1,1.3735238399514238,0.28329477994888413,0.3911442431388236,False
HMGB1,2.163237925793546,0.14946497359544264,0.24301655823305593,False
HMGB1P1,6.0587633747298275,0.01178443767049179,0.041135052743560406,False
HMGB2,6.934470989354887,0.007369753049012877,0.03077388469438274,False
HMGB3,9.262420505418056,0.0024012312739728416,0.016831923016361657,False
HMGCL,0.4196261352659019,0.6647745338218672,0.7447875168295143,False
HMGCS1,8.329159505703629,0.0036899931516733504,0.02072645497799223,False
HMGCS2,1.7067701796756622,0.21485957263025052,0.31935880589220206,False
HMGN1,5.35095202245659,0.0176175173924107,0.05354766510836123,False
HMGN2,4.283214411991303,0.03376611714548555,0.0826215834644192,False
HMGN5,0.7774949566676675,0.47721879448542764,0.5859980360500372,False
HMOX2,6.322215321271624,0.010200631756362192,0.03800576486945522,False
